,ID,NAME,IS_AUTOMATED,TEST_LAYER,SEVERITY,PROJECT,ENV
29,12959,"должен добавить дефолтный класс если не передан параметр ""size""",True,,,Sellers: Web,Web
30,12961,"должен добавить класс ""size-small"" если передан параметр ""size""",True,,,Sellers: Web,Web
31,12960,"должен добавить класс ""rounded-large"" если передан параметр ""rounded""",True,,,Sellers: Web,Web
32,12962,"должен добавить дефолтный класс если не передан параметр ""rounded""",True,,,Sellers: Web,Web
33,12956,должен обновить текст максимального количество SKU если передать другие props,True,Unit Tests,,Sellers: Web,Web
34,12958,должен показать иконку и тултип которая показывает текст с переданный максимум значением,True,Unit Tests,,Sellers: Web,Web
35,12957,цвет изменится на другой если value превышает или равен к maxSize,True,Unit Tests,,Sellers: Web,Web
36,12929,"должен добавить класс ""hoverable"" если передан параметр ""isHoverable""",True,,,Sellers: Web,Web
37,12926,должен передать параметр чекбоксу для указания темы,True,,,Sellers: Web,Web
38,12928,"должен вернуть корректный список значений выбранных строк, если передан параметр ""multipleSelectKey""",True,,,Sellers: Web,Web
39,12927,должен вернуть корректный список индексов выбранных строк,True,,,Sellers: Web,Web
40,12924,"должен вернуть событие ""changeSelectedRow"" с корректными данными, если изменился чекбокс",True,,,Sellers: Web,Web
41,12925,"не должен отправлять событие ""rowClick"" при клике на чекбокс",True,,,Sellers: Web,Web
42,12904,должен показать уведомление об ошибке когда загрузили файл с неподдерживаемым форматом,True,Frontend Integration Tests,,Sellers: Web,Web
43,12905,должен возвращать текущую дату если передать невалидное число,True,Unit Tests,,Sellers: Web,Web
44,12903,должен возвращать текущую дату если передать невалидную строку,True,Unit Tests,,Sellers: Web,Web
45,12902,Отображение спецсимволов в CSV отчете по остаткам,False,,Trivial,Sellers: Web,Web
46,12901,Отображение спецсимволов в CSV отчете по продажам,False,,Trivial,Sellers: Web,Web
47,12900,Отображение спецсимволов в CSV отчете по услугам,False,,Trivial,Sellers: Web,Web
48,12898,Смена почты. Негативные кейсы.,False,,,Sellers: Web,Web
49,12894,должен возвращать текущую дату если передать строку,True,Unit Tests,,Sellers: Web,Web
50,12896,должен возвращать актуальную дату если передать корректный дата обьект,True,Unit Tests,,Sellers: Web,Web
51,12895,должен возвращать текущую дату если передать число,True,Unit Tests,,Sellers: Web,Web
52,12890,должен показать компонент Uploader с текстом и областью для загрузки файлов,True,Frontend Integration Tests,,Sellers: Web,Web
53,12893,должен принимать файл с поддерживаемым форматом,True,Frontend Integration Tests,,Sellers: Web,Web
54,12888,должен отправить событие modalStatus на третьем этапе после нажатия на кнопку завершить,True,Frontend Integration Tests,,Sellers: Web,Web
55,12892,должен показать уведомление об ошибки когда загрузили файл с неподдерживаемым форматом,True,Frontend Integration Tests,,Sellers: Web,Web
56,12889,должен показать информацию о загрузке файла,True,Frontend Integration Tests,,Sellers: Web,Web
57,12891,должен показать не активкую кнопку когда не загружен файл,True,Frontend Integration Tests,,Sellers: Web,Web
58,12887,"Блок ""Требуют внимания"" во вкладке ""Все""",False,,,Sellers: Web,Web
59,12861,should show file uploading text in second stage,True,Unit Tests,,Sellers: Web,Web
60,12864,should emit modalStatus event in third stage after button clicked,True,Unit Tests,,Sellers: Web,Web
61,12869,should render template invoice download button,True,Unit Tests,,Sellers: Web,Web
62,12859,should render three steps,True,Unit Tests,,Sellers: Web,Web
63,12860,should show uploaded file details in third stage,True,Unit Tests,,Sellers: Web,Web
64,12867,should show uploaded file name in third stage,True,Unit Tests,,Sellers: Web,Web
65,12863,should show a file uploader component with upload area and text,True,Unit Tests,,Sellers: Web,Web
66,12862,should show an error notification when a file with wrong extension is uploaded,True,Unit Tests,,Sellers: Web,Web
67,12868,should show disabled upload button when no files downloaded,True,Unit Tests,,Sellers: Web,Web
68,12866,should show an error notification when it cant upload a file,True,Unit Tests,,Sellers: Web,Web
69,12865,should return current day when wrong date passed,True,Unit Tests,,Sellers: Web,Web
70,12857,renders template invoice download button,True,Unit Tests,,Sellers: Web,Web
71,12855,should return date time string when passed date object,True,Unit Tests,,Sellers: Web,Web
72,12856,will show a file uploader component with upload area and text,True,Unit Tests,,Sellers: Web,Web
73,12854,renders three steps,True,Unit Tests,,Sellers: Web,Web
74,12853,Комиссия продавца для заказа с ПСБ товара из календаря акции,False,,Normal,Sellers: Web,Web
75,12852,Комиссия продавца для заказа с ПСБ товара FIXED из таймера,False,,Normal,Sellers: Web,Web
76,12851,"Комиссия продавца для заказа с ПСБ для СКУ, товара DEFAULT, магазина - FIXED",False,,Normal,Sellers: Web,Web
77,12850,Комиссия продавца для заказа с ПСБ для СКУ AUTO,False,,Normal,Sellers: Web,Web
78,12849,Комиссия продавца для заказа с ПСБ для СКУ DEFAULT и товара FIXED,False,,Normal,Sellers: Web,Web
79,12848,Комиссия продавца для заказа с ПСБ для СКУ DEFAULT и товара AUTO,False,,Normal,Sellers: Web,Web
80,12847,should return date time string when passed date object,True,Unit Tests,,Sellers: Web,Web
81,12842,Модальное окно формирования отчета по остаткам,False,,,Sellers: Web,Web
82,12838,"Модальное окно формирования отчета по продажам, услугам",False,,,Sellers: Web,Web
83,12837,"Внешний вид страницы ""Отчеты""",False,,,Sellers: Web,Web
84,12821,Аналитика. Датапикер среднего чека,False,,Normal,Sellers: Web,Web
85,12808,Аналитика. Тултипы таблицы динамики продаж,False,,,Sellers: Web,Web
86,12803,Чипсы фильтра оплаты услуг,False,,Normal,Sellers: Web,Web
87,12802,Фильтрация оплаты услуг,False,,,Sellers: Web,Web
88,12801,Форма фильтра оплаты услуг,False,,,Sellers: Web,Web
89,12799,Комиссия СКУ после покупки товара из акции,False,,Critical,Sellers: Web,Web
90,12777,Чипсы фильтров отчетов,False,,Normal,Sellers: Web,Web
91,12776,Пагинация при фильтрации,False,,Normal,Sellers: Web,Web
92,12775,Аналитика. Заказ на sku с промокодом продавца в динамике продаж,False,,Normal,Sellers: Web,Web
93,12774,Аналитика. Несколько заказов на sku в динамике продаж,False,,Normal,Sellers: Web,Web
94,12773,"Отображение возвратов, совершенных через дни после выдачи",False,,,Sellers: Web,Web
95,12767,Аналитика. Один заказ на sku в динамике продаж,False,,Normal,Sellers: Web,Web
96,12766,Загрузка UNKNOWN фото через лк продавц,False,,,Sellers: Web,Web
97,12765,Загрузка VERTICAL фото через лк продавца,False,,,Sellers: Web,Web
98,12764,Загрузка STUDIO фото через лк продавца,False,,,Sellers: Web,Web
99,12763,Проверка валидации введенных значений в поле изменения имени,True,E2E Tests,,Sellers: Web,Web
100,12762,Успешное изменение имени,True,E2E Tests,,Sellers: Web,Web
101,12758,Фильтрация по нескольким типам отчетов,False,,Normal,Sellers: Web,Web
102,12755,should return empty Maps if we send object without category and query,True,Unit Tests,,Sellers: Web,Web
103,12756,should ignore bids without selected dates,True,Unit Tests,,Sellers: Web,Web
104,12757,should ignore undefined / null bids,True,Unit Tests,,Sellers: Web,Web
105,12719,Фильтрация отчетов по остаткам по нескольким магазинам,False,,Normal,Sellers: Web,Web
106,12717,Фильтрация отчетов услуг по 1 магазину,False,,Normal,Sellers: Web,Web
107,12715,Фильтрация отчетов финансов по всем магазинам,False,,Normal,Sellers: Web,Web
108,12712,Фильтрация отчетов по дате,False,,Normal,Sellers: Web,Web
109,12701,should return correct list length,True,,,Sellers: Web,Web
110,12702,should return expanded list,True,,,Sellers: Web,Web
111,12698,should return true if we pass notCheckErrors === true,True,Unit Tests,,Sellers: Web,Web
112,12697,should return false if bid less than min,True,Unit Tests,,Sellers: Web,Web
113,12699,should generate vaild object,True,Unit Tests,,Sellers: Web,Web
114,12700,should return false if we do not pass categoryId and queryId,True,Unit Tests,,Sellers: Web,Web
115,12688,should return phone with mask when phone without country code is passed,True,Unit Tests,,Sellers: Web,Web
116,12689,should return phone with mask when phone with country code is passed,True,Unit Tests,,Sellers: Web,Web
117,12621,Штрихкод СКУ. Негативные кейсы,True,E2E Tests,,Sellers: Web,Web
118,12603,changes value when clicked,True,Unit Tests,,Sellers: Web,Web
119,12604,does not change value when clicked and disabled,True,Unit Tests,,Sellers: Web,Web
120,12607,should return phone with mask when phone is passed,True,Unit Tests,,Sellers: Web,Web
121,12608,"should return date in format ""DD.MM.YYYY""",True,Unit Tests,,Sellers: Web,Web
122,12602,should return empty string if empty string is passed,True,Unit Tests,,Sellers: Web,Web
123,12606,renders props.name first letter when passed,True,Unit Tests,,Sellers: Web,Web
124,12599,should return date if timestamp is not today or yesterday,True,Unit Tests,,Sellers: Web,Web
125,12601,"should return ""Сегодня"" if date is today",True,Unit Tests,,Sellers: Web,Web
126,12600,"should return ""Вчера"" if date is yesterday",True,Unit Tests,,Sellers: Web,Web
127,12605,"should return ""Сегодня"" if timestamp is today",True,Unit Tests,,Sellers: Web,Web
128,12609,"should return ""Вчера"" if timestamp is yesterday",True,Unit Tests,,Sellers: Web,Web
129,12592,should return correct declination for 21,True,Unit Tests,,Sellers: Web,Web
130,12590,should return 0.0 if amount is 0.(any number of zeros),True,Unit Tests,,Sellers: Web,Web
131,12596,should return correct declination for 11,True,Unit Tests,,Sellers: Web,Web
132,12589,"should return amount as number if amount has no ,",True,Unit Tests,,Sellers: Web,Web
133,12582,should return correct declination for 22,True,Unit Tests,,Sellers: Web,Web
134,12595,"should return 0,00 if amount is 0.00",True,Unit Tests,,Sellers: Web,Web
135,12573,should return empty string if empty string is passed,True,Unit Tests,,Sellers: Web,Web
136,12581,should return phone without mask when phone is passed,True,Unit Tests,,Sellers: Web,Web
137,12579,should return empty record if no reports,True,Unit Tests,,Sellers: Web,Web
138,12586,"should return number amount with . if amount is string with ,",True,Unit Tests,,Sellers: Web,Web
139,12583,should return string 0 if amount is 0,True,Unit Tests,,Sellers: Web,Web
140,12585,"should return number with 0 if amount is 0,",True,Unit Tests,,Sellers: Web,Web
141,12575,should return number with . if amount is negative,True,Unit Tests,,Sellers: Web,Web
142,12597,"should return amount if amount is string with ,",True,Unit Tests,,Sellers: Web,Web
143,12578,should return correct declination for 12,True,Unit Tests,,Sellers: Web,Web
144,12598,should return 0 if amount is string 0,True,Unit Tests,,Sellers: Web,Web
145,12572,should return correct declination for 1,True,Unit Tests,,Sellers: Web,Web
146,12576,should return amount as string if amount has no .,True,Unit Tests,,Sellers: Web,Web
147,12588,"should return number with . if amount is string with ,",True,Unit Tests,,Sellers: Web,Web
148,12574,should return correct declination for 25,True,Unit Tests,,Sellers: Web,Web
149,12594,should return correct declination for 2,True,Unit Tests,,Sellers: Web,Web
150,12593,should return correct declination for 5,True,Unit Tests,,Sellers: Web,Web
151,12591,"should return string val with , if amount is negative",True,Unit Tests,,Sellers: Web,Web
152,12580,"should return amount with , if it has .",True,Unit Tests,,Sellers: Web,Web
153,12577,should return record of reports grouped by dates,True,Unit Tests,,Sellers: Web,Web
154,12587,should return correct declination for 15,True,Unit Tests,,Sellers: Web,Web
155,12584,should return email if email is passed,True,Unit Tests,,Sellers: Web,Web
156,12562,Переход на страницу партнера 'SellerFox' со страницы 'Партнеры',True,E2E Tests,,Sellers: Web,Web
157,12561,Внешний вид страницы 'Партнеры',True,E2E Tests,,Sellers: Web,Web
158,12560,Переход на страницу партнера 'Деловые линии' со страницы 'Партнеры',True,E2E Tests,,Sellers: Web,Web
159,12559,Переход на страницу партнера 'Почта России' со страницы 'Партнеры',True,E2E Tests,,Sellers: Web,Web
160,12558,Переход на страницу партнера 'СДЭК' со страницы 'Партнеры',True,E2E Tests,,Sellers: Web,Web
161,12542,Редактирование товара c заархивированными СКУ,True,E2E Tests,,Sellers: Web,Web
162,12540,"должен закреплять первый столбец есть передан prop ""sticky""",True,Unit Tests,,Sellers: Web,Web
163,12539,должен показать иконку и тултип если передан текст в tooltip,True,Unit Tests,,Sellers: Web,Web
164,12541,должен показать сортировку для хедеров с sortable = true,True,Unit Tests,,Sellers: Web,Web
165,12524,Комиссия продавца для заказа с ПСБ товара из таймера,False,,Normal,Sellers: Web,Web
166,12523,Комиссия продавца для заказа с ПСБ для СКУ с типом FIXED,False,,Normal,Sellers: Web,Web
167,12522,"Комиссия продавца для заказа с ПСБ для ску, товара и магазина с типом DEFAULT",False,,Normal,Sellers: Web,Web
168,12521,Вид раздела управления аккаунтом,True,E2E Tests,,Sellers: Web,Web
169,12496,Интерфейс страницы фильтров товара,True,E2E Tests,,Sellers: Web,Web
170,12495,Проверка элементов страницы свойств,True,E2E Tests,,Sellers: Web,Web
171,12492,Расчет максимальной цены в Таймере,False,,,Sellers: Web,Web
172,12444,should return valid date for negative date,True,,,Sellers: Web,Web
173,12442,should return undefined for invalid string,True,,,Sellers: Web,Web
174,12443,should return valid date,True,,,Sellers: Web,Web
175,12350,"По нажатию ""Сохранить"" при незаполненном поле имени, появляется сообщение валидации ""Минимальная длина - 1""",True,Frontend Integration Tests,,Sellers: Web,Web
176,12330,should return integer when integer number is passed,True,Unit Tests,,Sellers: Web,Web
177,12325,should return integer when double with zeros after floating point is passed,True,Unit Tests,,Sellers: Web,Web
178,12329,should return same negative number when no zeroes are present,True,Unit Tests,,Sellers: Web,Web
179,12327,should remove zeroes from double with zeroes after floating point,True,Unit Tests,,Sellers: Web,Web
180,12326,should return same number when no zeroes are present,True,Unit Tests,,Sellers: Web,Web
181,12324,should work correctly with strings,True,Unit Tests,,Sellers: Web,Web
182,12328,should return empty string for empty value,True,Unit Tests,,Sellers: Web,Web
183,12321,Удаление продуктовых фильтров товара,True,E2E Tests,,Sellers: Web,Web
184,12320,Создание товаров с несколькими СКУ через 'Указать для всей колонки',True,E2E Tests,,Sellers: Web,Web
185,12319,Открытие формы создания комбо из заглушки,True,E2E Tests,,Sellers: Web,Web
186,12318,Заглушки об отсутствии комбо-предложений в разных вкладках,True,E2E Tests,,Sellers: Web,Web
187,12317,Редактирование нескольких СКУ товара через 'Указать для всей колонки',True,E2E Tests,,Sellers: Web,Web
188,12303,Фильтрация отчетов по типу услуг,False,,,Sellers: Web,Web
189,11745,Редактирование необязательных полей,True,E2E Tests,,Sellers: Web,Web
190,11719,Ссылка критического уведомления,False,,Normal,Sellers: Web,Web
191,11717,Отображение критического уведомления,False,,Normal,Sellers: Web,Web
192,11718,Скрытие критического уведомления,False,,Normal,Sellers: Web,Web
193,11716,Срок отображения критического уведомления,False,,Normal,Sellers: Web,Web
194,11715,Аналитика. Отображение причин возвратов в чарте возвратов,False,,Normal,Sellers: Web,Web
195,11524,Аналитика. Отображение продаж после смены категории товара,False,,,Sellers: Web,Web
196,11504,Тултип с полным названии товара,True,E2E Tests,,Sellers: Web,Web
197,11502,Валидация полей основных настроек магазина,True,E2E Tests,,Sellers: Web,Web
198,11498,"Изменение цены СКУ на цену выше минимальной, после добавления товара в комбо",True,E2E Tests,,Sellers: Web,Web
199,11497,"Изменение цены СКУ на меньшую, чем минимально возможная, после добавления товара в комбо",True,E2E Tests,,Sellers: Web,Web
200,11472,Создание нового магазина,False,E2E Tests,,Sellers: Web,Web
201,11473,Создание первого магазина,False,E2E Tests,,Sellers: Web,Web
202,11468,Проверка уникальности полей в основных настройках магазина,False,E2E Tests,,Sellers: Web,Web
203,11469,Проверка уникальности полей при создании магазина,False,E2E Tests,,Sellers: Web,Web
204,11470,Валидация полей основных настроек магазина,False,E2E Tests,,Sellers: Web,Web
205,11471,Модалка создания магазина,False,E2E Tests,,Sellers: Web,Web
206,11428,Проверка элементов модального окна обновления цен через файл,True,E2E Tests,,Sellers: Web,Web
207,10010,Сохранение товара после смены видео,True,E2E Tests,,Sellers: Web,Web
208,9960,Аналитика. Столбцы таблицы динамики продаж,False,,,Sellers: Web,Web
209,8563,Выбор товара для добавления в календарь акции,True,E2E Tests,,Sellers: Web,Web
210,8562,Вид формы добавления товаров в календарь акции,True,E2E Tests,,Sellers: Web,Web
211,8561,Сортировка товаров подходящих для календаря акций,True,E2E Tests,,Sellers: Web,Web
212,8560,Тултип 'Максимальная цена на товар в календаре акции',True,E2E Tests,,Sellers: Web,Web
213,8557,Вид условий акции в форме добавления товара в Календарь акции,True,E2E Tests,,Sellers: Web,Web
214,8555,Аналитика. Фильтрация таблицы динамики продаж по периоду,False,,,Sellers: Web,Web
215,8547,"Таб ""История"" в модальном окне для выгрузки отчетов по продажам, оплате услуг",False,,,Sellers: Web,Web
216,8546,"Чек-боксы ""Сгруппировать"", ""Только возвраты"" в модалке для выгрузки отчетов по продажам",False,,,Sellers: Web,Web
217,8472,Аналитика. Фильтрация таблицы динамики продаж по магазинам,False,,,Sellers: Web,Web
218,8471,Модальное окно для выгрузки отчетов по оплате услуг,False,,,Sellers: Web,Web
219,8470,Выбор таймслота с условной логикой И,False,,,Sellers: Web,Web
220,8469,Аналитика. Сортировка в таблице динамики продаж,False,,Normal,Sellers: Web,Web
221,8458,Таймер при формировании отчета за разные отчетные периоды,False,,Normal,Sellers: Web,Web
222,8456,Выбор таймслота с правилом NEW_YEAR_RULE (негативные проверки),False,,,Sellers: Web,Web
223,8455,Выбор таймслота с правилом NEW_YEAR_RULE,False,,,Sellers: Web,Web
224,8371,Выбор таймслота с условной логикой ИЛИ,False,,,Sellers: Web,Web
225,8139,should return amount as string if amount has no .,True,,,Sellers: Web,Web
226,8130,"should return amount if amount is string with ,",True,,,Sellers: Web,Web
227,8145,"should return amount with , if it has .",True,,,Sellers: Web,Web
228,8134,should return string 0 if amount is undefined,True,,,Sellers: Web,Web
229,8138,"should return amount as number if amount has no ,",True,,,Sellers: Web,Web
230,8131,should return string 0 if amount is null,True,,,Sellers: Web,Web
231,8143,should return number with . if amount is negative,True,,,Sellers: Web,Web
232,8135,"should return number with . if amount is string with ,",True,,,Sellers: Web,Web
233,8142,should return 0 if amount is string 0,True,,,Sellers: Web,Web
234,8137,"should return 0,00 if amount is 0.00",True,,,Sellers: Web,Web
235,8141,"should return number with 0 if amount is 0,",True,,,Sellers: Web,Web
236,8144,"should return string val with , if amount is negative",True,,,Sellers: Web,Web
237,8136,should return string 0 if amount is 0,True,,,Sellers: Web,Web
238,8133,"should return number amount with . if amount is string with ,",True,,,Sellers: Web,Web
239,8132,should return 0 if amount is null or undefined,True,,,Sellers: Web,Web
240,8140,should return 0.0 if amount is 0.(any number of zeros),True,,,Sellers: Web,Web
241,8127,Таймер при формировании отчета в разных магазинах,False,,Normal,Sellers: Web,Web
242,8068,Логика открытия магазинов в сайдбаре,True,E2E Tests,,Sellers: Web,Web
243,8067,Переход на страницу магазина через сайдбар,True,E2E Tests,,Sellers: Web,Web
244,8066,Проверка открытия и закрытия сайдбара,True,E2E Tests,,Sellers: Web,Web
245,8065,Проверка открытия разделов сайдбара,True,E2E Tests,,Sellers: Web,Web
246,8064,Главная страница лендинга,True,E2E Tests,,Sellers: Web,Web
247,8063,Очистка необязательных полей при редактировании товара,True,E2E Tests,,Sellers: Web,Web
248,8062,Проверка уникальности полей при создании магазина,True,E2E Tests,,Sellers: Web,Web
249,8061,Проверка уникальности полей в основных настройках магазина,True,E2E Tests,,Sellers: Web,Web
250,8060,Создание первого магазина,True,E2E Tests,,Sellers: Web,Web
251,8059,Модалка создания магазина,True,E2E Tests,,Sellers: Web,Web
252,8057,Создание нового магазина,True,E2E Tests,,Sellers: Web,Web
253,8052,Ограничение архивации товара,False,,Normal,Sellers: Web,Web
254,7801,Создание товара с 1 СКУ,True,E2E Tests,,Sellers: Web,Web
255,7800,Валидация заполнения обязательных полей при создании СКУ с характеристиками,True,E2E Tests,,Sellers: Web,Web
256,7799,Создание товаров с несколькими СКУ,True,E2E Tests,,Sellers: Web,Web
257,7798,Добавление СКУ товара с кастомными характеристиками через 'Указать для всей колонки',True,E2E Tests,,Sellers: Web,Web
258,7797,Создание товара с 1 СКУ без скидки,True,E2E Tests,,Sellers: Web,Web
259,7796,Редактирование 1 СКУ товара без характеристик,True,E2E Tests,,Sellers: Web,Web
260,7795,Редактирование 1 СКУ товара без скидки,True,E2E Tests,,Sellers: Web,Web
261,7794,Редактирование нескольких СКУ товара,True,E2E Tests,,Sellers: Web,Web
262,7793,Архивация СКУ,True,E2E Tests,,Sellers: Web,Web
263,7792,Восстановление пароля для удаленного аккаунта по номеру телефона,True,E2E Tests,,Sellers: Web,Web
264,7791,Восстановление пароля с незарегистрированным e-mail,True,E2E Tests,,Sellers: Web,Web
265,7790,Восстановление пароля для удаленного аккаунта по email,True,E2E Tests,,Sellers: Web,Web
266,7789,Поиск товара в форме создания накладной,True,E2E Tests,,Sellers: Web,Web
267,7788,Успешное удаление сотрудника,True,E2E Tests,,Sellers: Web,Web
268,7787,Успешное создание сотрудника,True,E2E Tests,,Sellers: Web,Web
269,7765,Аналитика,False,,Normal,Sellers: Web,Web
270,7764,Аналитика. Динамика продаж,False,,Normal,Sellers: Web,Web
271,7763,"В поле SKU магазина вводятся латинские буквы в верхнем регистре, цифры, фильтруются пробелы",True,Frontend Integration Tests,,Sellers: Web,Web
272,7726,У поля названия магазина максимальная длина поля 255 символов,True,Frontend Integration Tests,,Sellers: Web,Web
273,7735,"В поле названия магазина вводятся буквы, цифры и символы, фильтруются пробелы",True,Frontend Integration Tests,,Sellers: Web,Web
274,7734,У поля SKU магазина максимальная длина поля 7 символов,True,Frontend Integration Tests,,Sellers: Web,Web
275,7730,"В поле описания магазина вводятся буквы, цифры, дефис",True,Frontend Integration Tests,,Sellers: Web,Web
276,7729,У поля описания магазина максимальная длина поля 997 символов,True,Frontend Integration Tests,,Sellers: Web,Web
277,7727,У поля url магазина есть дополнительный текст,True,Frontend Integration Tests,,Sellers: Web,Web
278,7728,У поля SKU магазина есть дополнительный текст,True,Frontend Integration Tests,,Sellers: Web,Web
279,7732,Кнопка сохранения задизейблена при первом заходе в модалку,True,Frontend Integration Tests,,Sellers: Web,Web
280,7736,У поля названия магазина есть дополнительный текст,True,Frontend Integration Tests,,Sellers: Web,Web
281,7725,"В поле url магазина вводятся латинские буквы в нижнем регистре, цифры, дефис",True,Frontend Integration Tests,,Sellers: Web,Web
282,7731,У поля url магазина максимальная длина поля 255 символов,True,Frontend Integration Tests,,Sellers: Web,Web
283,7696,returns false when code in UPC format,True,Unit Tests,,Sellers: Web,Web
284,7695,returns from 0 when second argument is zero,True,Unit Tests,,Sellers: Web,Web
285,7711,should return value if no decimal part,True,Unit Tests,,Sellers: Web,Web
286,7717,should return empty string for empty value,True,Unit Tests,,Sellers: Web,Web
287,7719,should return more than 100 if amount is bigger than total,True,Unit Tests,,Sellers: Web,Web
288,7708,returns false when code in non EAN13 format,True,Unit Tests,,Sellers: Web,Web
289,7709,should return two digit in decimal part if value has more without rounding,True,Unit Tests,,Sellers: Web,Web
290,7720,returns true when code in non in EAN13 format,True,Unit Tests,,Sellers: Web,Web
291,7704,should return NaN if amount is less than 0,True,Unit Tests,,Sellers: Web,Web
292,7722,should filter all non-alphanumeric chars,True,Unit Tests,,Sellers: Web,Web
293,7712,should return 100 if amount is equal to total,True,Unit Tests,,Sellers: Web,Web
294,7701,should return percentage up to 2 digits after decimal if full numbers,True,Unit Tests,,Sellers: Web,Web
295,7694,returns from 0 when both arguments are zeros,True,Unit Tests,,Sellers: Web,Web
296,7698,should return one digit in decimal part if value has one,True,Unit Tests,,Sellers: Web,Web
297,7724,should return negative number if value is negative,True,Unit Tests,,Sellers: Web,Web
298,7707,returns range when both arguments are passed,True,Unit Tests,,Sellers: Web,Web
299,7721,should return 0 if amount is 0,True,Unit Tests,,Sellers: Web,Web
300,7713,should return whole number when percentage is whole,True,Unit Tests,,Sellers: Web,Web
301,7714,should return percentage up to 2 digits after decimal if decimal numbers,True,Unit Tests,,Sellers: Web,Web
302,7706,should return 0 if value 0,True,Unit Tests,,Sellers: Web,Web
303,7699,should return empty string for empty regexp,True,Unit Tests,,Sellers: Web,Web
304,7697,should return n digit in decimal part if decimalLength passed,True,Unit Tests,,Sellers: Web,Web
305,7723,returns default when both arguments are negative,True,Unit Tests,,Sellers: Web,Web
306,7703,should return value for same regexp,True,Unit Tests,,Sellers: Web,Web
307,7715,should return percentage up to n digits after decimal if decimalLength passed,True,Unit Tests,,Sellers: Web,Web
308,7702,should return NaN if amount and total are less than 0,True,Unit Tests,,Sellers: Web,Web
309,7710,returns ? when second argument is less than the first argument,True,Unit Tests,,Sellers: Web,Web
310,7716,should return empty map for empty array,True,Unit Tests,,Sellers: Web,Web
311,7700,should return NaN if total is less than 0,True,Unit Tests,,Sellers: Web,Web
312,7705,should return 0 if total is 0,True,Unit Tests,,Sellers: Web,Web
313,7718,should return two digit in decimal part if value has two,True,Unit Tests,,Sellers: Web,Web
314,7690,Аналитика. Таблица динамики продаж,False,,Normal,Sellers: Web,Web
315,7686,Чарт возвратов по товару,False,,Normal,Sellers: Web,Web
316,7669,Вопрос о новогодней символике,False,,Normal,Sellers: Web,Web
317,7665,Смена установленных фильтров после изменения категории на категорию с другим набором фильтров,True,E2E Tests,,Sellers: Web,Web
318,7648,Возобновление продажи товара после пополния склада продавца,False,,,Sellers: Web,Web
319,7647,"Комбинированная продажа, склад КЕ и склад продавца",False,,,Sellers: Web,Web
320,7646,Продажа товара со склада продавца,False,,,Sellers: Web,Web
321,7645,Фильтры категорий. Негативные проверки,False,,Normal,Sellers: Web,Web
322,7642,"Обновление количество товара, товарами со склада продавца",False,,,Sellers: Web,Web
323,7636,Заглушки в модальном окне календаря акции при отсутствии подходящих товаров,True,,,Sellers: Web,Web
324,7635,Скролл товаров в модальном окне акции календаря,True,,,Sellers: Web,Web
325,7634,По нажатию на завершенную акцию не открывается модальное окно акции,True,,,Sellers: Web,Web
